,user,collateral,debt,available_borrow,threshold,ltv,healthf,amount,ethdebt,collateral_steth_calc,diff_collateral,diff_debt
133,0xf47b9cc429c5bf92e492fb3991fbbc32de53dac2,515.524942258716,304.5142989436177,66663659482657799419,8300,7200,1.405141576468169,515.6585750995405,304.5142989436177,515.524942258716,0.0,0.0
135,0xa9e155de3cb004a88d924ca1eb4d3c94655815e5,523.7691698572424,384.52810640480305,0,8300,7200,1.130550416837049,523.9049397422021,384.52810640480305,523.7691698572424,0.0,0.0
138,0x0e7121299279d976c246957617db97a81a9a1a4b,481.71652026239826,301.7599026914452,45075991897481558351,8300,7200,1.3249762750176202,481.8413893847199,301.7599026914452,481.7165202623982,1.1800180494089045e-16,0.0
141,0x4b59e51dab0e45ba164db83c6e0e77f79905e783,478.48245272218276,310.167757754739,34339608205232574641,8300,7200,1.2804052833674775,478.6064835191444,310.167757754739,478.48245272218276,0.0,0.0
145,0xb4758dd8c0f274f6bf07cb3bb1e7780d87e18489,463.29760024581014,238.00883567774355,95565436499239744407,8300,7200,1.6156417349340484,463.4176948705179,238.00883567774355,463.29760024581014,0.0,0.0
148,0xa94b23d8992be8346239912e9ee98e52e16df133,437.1489838467366,241.01916385784762,73728104511802748216,8300,7200,1.505414137138031,437.2623003049453,241.01916385784762,437.1489838467366,0.0,0.0
149,0xfc62a29a70ff2b631ee08a75e8d3561cb585dbfa,438.1397662994797,263.9232814527962,51537350282829212833,8300,7200,1.377885285552611,438.25333958536623,263.9232814527962,438.1397662994797,0.0,0.0
150,0xd3c79932541cebe473c783d4152532892323b044,442.44969622119777,307.22265146947257,11341129809789854201,8300,7200,1.1953325905726213,442.56438671428805,307.22265146947257,442.44969622119777,0.0,0.0
159,0x7d5ae3d772ab71d36235e0776417b7764a4d5a6b,400.4695986235572,257.0322566746232,31305854334337987660,8300,7200,1.2931830858814124,400.5734071607222,257.0322566746232,400.4695986235572,0.0,0.0
162,0xec04880883cc6ce406b125975604a36ccd83379d,370.294196081245,260.92488218044264,5686938998053768935,8300,7200,1.1779029281496023,370.3901826403945,260.92488218044264,370.294196081245,0.0,0.0
164,0xb6242ebd641c54b548cc2f3e00b298be1bda0c45,356.5883119238881,177.4286945865605,79314889998638942573,8300,7200,1.668097145089662,356.6807456845485,174.51140730608526,356.5883119238881,0.0,0.016442026399805472
165,0x79b578863c9f14b10066b4f54ad9d05ee9d82a3e,345.8028975933026,229.29402705983568,19684059207342188580,8300,7200,1.2517395620058716,345.8925355909682,229.29402705983568,345.8028975933026,0.0,0.0
168,0x8c0fcf914e90ff5d7f2d02c1576bf4245fad2b7f,320.79802391313564,151.4640681824435,79510509035014163283,8300,7200,1.7579242591528754,320.8811802218849,146.00778587470325,320.79802391313564,0.0,0.036023608590573304
174,0xdafc8ee61a094e6dca9757eef2ae6ba9095a195f,307.61595636606205,103.59285851118163,117890630072383058413,8300,7200,2.4646606672821236,307.6956956585045,103.59285851118163,307.61595636606205,0.0,0.0
175,0xa86271026a587c4beb528f46452f5c8375e2e95b,324.282086221854,195.53149903409542,36038338736930516789,8250,7141,1.368233366258697,297.4068002329544,195.53149903409542,297.32972730618695,0.08311393092872818,0.0
178,0x0fe20e0fa9c78278702b05c333cc000034bb69e2,362.8556327286823,217.7585668928205,43497488671830722125,8300,7200,1.3830462767191174,362.949691085584,217.7585668928205,362.8556327286823,0.0,0.0
179,0x57334aab534f2fb861461262b158b65f22b387e2,288.53421869391195,226.85651398885446,0,8300,7200,1.0556602378528697,288.609011675121,226.85651398885446,288.53421869391195,0.0,0.0
182,0xe515ca170a2f702217722098cb0dc6a5cad8d1f7,283.14922174789086,109.81586887191092,94051570786570510634,8300,7200,2.140071890018639,283.2226188462226,109.81586887191092,283.14922174789086,0.0,0.0
185,0xb179bdb06485b069753c64fc67e7271a25479d92,270.1951964601486,204.88115002195278,0,8300,7200,1.0945956377045618,270.26523565460917,204.88115002195278,270.1951964601486,0.0,0.0
188,0x3bbdca01f54aada872216e2e5b3172f8bed0f755,258.837830681403,172.287317017703,14075921072907136989,8300,7200,1.2469600385238429,258.904925853317,172.287317017703,258.837830681403,0.0,0.0
189,0xcc9ade445b5944e89e9860a3392e60f0a5127569,252.96364778523505,180.63605329766656,1497773107702668610,8300,7200,1.162336221528027,253.02922026894606,180.63605329766656,252.96364778523505,0.0,0.0
190,0x80a03dbf383c6fdd96fb95d1a24d63c7b6d02b08,265.88120382043934,163.55584733179876,26682154001725589849,8263,7155,1.343257623013244,260.56007679568575,163.55584733179876,260.4925526916583,0.020267138298426697,0.0
191,0x2839da03ce71177515ecd7f40e6e847dd497179c,302.7916174237,196.4488907780845,21561073766979520810,8285,7200,1.2769878925858578,258.43122302731035,196.4488907780845,258.3642506154112,0.14672588094181302,0.0
192,0x37d11fad5fc57562eb12b7c575958c9a2bcf843c,253.14176722219665,128.4537740852835,53808298314698073717,8300,7200,1.635667525462722,253.20738587749784,128.4537740852835,253.14176722219665,0.0,0.0
200,0x1182cb8f6f83b76109cca9a2ed0748390d7fb508,238.0847532262705,163.89112285310762,7529899469807141994,8300,7200,1.2057416029477006,238.1464688472281,163.89112285310762,238.0847532262705,0.0,0.0
201,0x63f760734b6f6be77bbc82b723e56f85820df671,236.44949093908662,171.33562999754966,0,8300,7200,1.1454306234041838,236.48038079436813,171.33562999754966,236.41909693987446,0.00012854330576664833,0.0
204,0x35bb437ff8c48a68759514e43d360af823e9504d,233.84538950089157,166.00931027500513,2359370165636802321,8300,7200,1.1691613739266469,233.9060062066048,166.00931027500513,233.84538950089157,0.0,0.0
206,0x99411b65984885f113af841402b4c403e8d614c1,214.68795906304868,149.32010657839257,5255223947002475669,8300,7200,1.1933490412343144,214.74360983667512,149.32010657839257,214.6879590630487,1.3238613639275986e-16,0.0
234,0xf035af8a3dff1f90aeb21f9623589ae1330e9e09,170.67633204585388,124.58890885385898,0,8298,7200,1.1367562460778613,168.67138851723362,111.84117090929651,168.62767735271157,0.012003156316904674,0.10231840106662615
239,0x41723573a9ff3d78fd70e9052b02d3b5cb403cf0,159.9026567201837,85.42574438057844,29704168457953819170,8300,7200,1.5536207034553648,159.9441062108316,85.42574438057844,159.9026567201837,0.0,0.0
242,0x6f32cc4bd6702230399f21f75279f4ad080714f0,159.68408033818642,101.98244254918782,12990095294306399116,8300,7200,1.2996137704465114,159.72547317011527,101.98244254918782,159.68408033818642,0.0,0.0
248,0x0fe6e87a028132637e4cc67d379add8f08ddd663,159.53519659172122,114.24079045237038,624551093668888633,8300,7200,1.1590799805112968,159.57655083044853,114.24079045237038,159.53519659172122,0.0,0.0
253,0x918fcc24e6b7f5ec73b4cf766e2393d8fe707541,140.3015521932927,70.19410693631853,30823010642852206748,8300,7200,1.6589752815870842,140.33792074397724,70.19410693631853,140.3015521932927,0.0,0.0
256,0x03f48d32af6003a5410aad1a1b3d9cacffcc2d54,145.45559573235772,45.326534485473395,58863308737614451093,8263,7163,2.6516467697782327,141.47188192242336,36.60497779326892,141.43521950587296,0.027639886978857515,0.19241613750549638
260,0x68afeb4ed9289a0176dd527919884be0d334a497,134.56824327649986,96.05642418745138,832710971628515524,8300,7200,1.1627711822952291,134.60312565591494,96.05642418745138,134.56824327649986,0.0,0.0
272,0x9b82ba5866b6086b8952982d17e924bc8ad6f1a0,123.75345580450139,83.09456002321343,6007928156027563863,8300,7200,1.2361262673397804,123.78553480690339,83.09456002321343,123.75345580450139,0.0,0.0
275,0xa55e165446141fa1a5e35594c2b7815ef986b4a6,110.53615625051191,78.95212103827264,633911462095948067,8300,7200,1.1620335018415884,110.56480910387117,78.95212103827264,110.53615625051191,0.0,0.0
278,0x554cfd5e0ef41dbe5dc91625b68fabc5424eadd9,114.1150580194732,79.25453538113807,2908306392882629805,8300,7200,1.1950798487515235,114.14463858509468,79.25453538113807,114.1150580194732,0.0,0.0
285,0xf2a2e9d91787ec931d0d68a17fac14dc536d530f,106.57885754673917,66.27650883488177,10460268598770436653,8300,7200,1.334718036886641,106.60648460090924,66.27650883488177,106.57885754673917,0.0,0.0
288,0xd1d1060821f00a86d4f2a025ad23cbca80d5caf8,101.94775311974597,70.91055871153957,2491823534677539411,8300,7200,1.1932868197189814,101.97417971281318,70.91055871153957,101.94775311974597,0.0,0.0
291,0x81a342b55773db51e205e400202ff0eed88c94ee,120.06727281041572,31.204912283215336,51617492501409429932,8053,6898,3.0985562118127157,106.07622403951429,31.204912283215336,106.04873440228755,0.11675569936749718,0.0
303,0x46449606e34fa807a3f1aafb0f85988a73b78a62,93.67224755621702,42.88023751440105,24563780726075198919,8300,7200,1.8131421367605292,93.69652314197774,42.880238080785624,93.67224170234411,6.24931402750932e-08,1.3208522248813213e-08
304,0xec3ad0399e847d754a636d294d727e2d5facd4c4,94.55271113593847,66.21287286867265,1865079149203047744,8300,7200,1.1852491342353406,94.57722080823754,66.21287374324686,94.55271113593848,1.5029558163351925e-16,1.3208522365379021e-08
311,0xd6e68ae13adb2dcb83912a4a6c133904d9703203,94.37128066158442,61.201304754196876,6746017322143903615,8300,7200,1.2798446579481415,94.39574330401604,61.201305562575676,94.37128066158442,0.0,1.320852232791328e-08
312,0xa8e2337bb1e16d64c532e812a944e427fd15556a,93.08768967420541,36.430282606875735,30592853958552150668,8300,7200,2.1208395022169864,93.1118195880025,36.430283088065934,93.08768967420541,0.0,1.3208522261283746e-08
316,0xda211a8bdde4e0b30f5f7ab5c1683ded72bfe593,87.76300135164966,43.588129261744236,19601231711443523732,8300,7200,1.671172687509698,87.78575101559129,43.58812983747901,87.76300135164966,0.0,1.3208522214299e-08
331,0xc4a1f356e53fc0dfedec35de81c79a5fe1761b1b,80.58799526309949,56.5137927789276,1509563810504023547,8300,7200,1.1835701123445608,80.60888504332269,56.5137927789276,80.58799526309949,0.0,0.0
332,0x300b5010da0de016dca9f9e544175e2b766917f9,81.48114666409758,19.014464296211557,39651961301938704994,8300,7200,3.5567319003920335,81.50226796436806,19.014464296211557,81.4811466640976,1.7440666089034832e-16,0.0
337,0xe583e0230a885e1ffd798555e818ab0b6008e881,81.0340218648154,47.07272139551645,11239360738404705603,8294,7196,1.4277827102870542,80.62313494543169,47.07272139551645,80.60224147234854,0.00532838408523247,0.0
340,0x233a762332173a10b4cd3ba4c351cfe8d83f6925,76.40420556594663,54.63973169425572,371296313225846784,8300,7200,1.1606113107323799,76.42401083665959,54.63973169425572,76.40420556594663,0.0,0.0
344,0x1b6bce429e76a3fd99a85e25873b2d5e06dca59d,76.05619982237671,55.19327481797009,0,8300,7200,1.1437380017903847,76.07591488407682,55.19327481797009,76.0561998223767,1.868467626359237e-16,0.0
345,0xdde81f767befff6fce23bb1f1c9c438f9352df2d,77.49918894285082,43.424502156763296,12374913882089290468,8300,7200,1.4812910598342408,77.519278051895,43.424502156763296,77.49918894285082,0.0,0.0
350,0xd2a93cad9f846dc53ab34dad80b4b003bda81dc4,74.49629387985588,44.84520892368734,8792122669808892036,8300,7200,1.3787855024936815,74.51560458738139,44.84520892368734,74.49629387985588,0.0,0.0
353,0x1390226250fce95daa32651aad9eb92931b1c062,71.75004262457277,51.56952383488267,90506854809715805,8300,7200,1.1548009550965226,71.76864145702342,51.56952383488267,71.75004262457277,0.0,0.0
355,0x48d21dc6bbf18288520e9384aa505015c26ea43c,69.02696009091152,37.44105884949166,12258352415964629257,8300,7200,1.5302018328531972,69.04485305401435,37.44105884949166,69.02696009091152,0.0,0.0
364,0xbeaca3595d0e023cc726109b5ba38c7164daddb5,62.493280339970866,33.58153867042529,11413623174353731083,8300,7200,1.5445814794619988,62.509479662059306,30.461122742625495,62.493280339970866,0.0,0.0929205763447609
369,0x54ae2d8f92b7d969918fb002004cfbb826b1fd28,66.1993781541806,36.6478946702302,11015657600779825845,8292,7200,1.4978356835880346,61.52043593821196,36.6478946702302,61.5044929266532,0.07092038261436304,0.0
374,0x6e270264437a761cea9e64230a771fea8d6de319,60.47114514539914,39.86602457415253,3673199930534852053,8300,7200,1.2589931152358511,60.4868202956223,39.86602457415253,60.47114514539914,0.0,0.0
378,0xe7058843f07684ec7a785880f338301d6aa68d60,60.02896572069068,37.357284897498225,5863570421399067066,8300,7200,1.3337168823933971,60.04452625047973,37.357284897498225,60.02896572069068,0.0,0.0
381,0x6991f355a08c1761f38141e44f6198461d0b0537,58.47115266906236,40.56939847675649,1529831444968410231,8300,7200,1.1962478749377257,58.48630938718975,40.56939847675649,58.47115266906236,0.0,0.0
382,0x23fc39b3304b9cdde94274513156be330eb21c58,56.145349206609225,40.10265600325522,321995425503420553,8300,7200,1.162033752520107,56.159903036886945,40.10265600325522,56.145349206609225,0.0,0.0
386,0x4eb90d600e5e91e2ff67e081aa922f282b768bd5,55.86301256117851,31.969431341400544,8251937702647983633,8300,7200,1.4503323481307475,55.87749320499151,31.969431341400544,55.86301256117851,0.0,0.0
399,0xcc0676e3782bc0b173c98f8dcfc1baffe86ba5ba,53.1739897661972,30.352632028124024,7932640603537959546,8300,7200,1.4540554988789698,53.187773369526454,30.352632028124024,53.173989766197195,1.3362599625950833e-16,0.0
405,0x6b2e8207059b527cb75d70528aee3eedb75c8f26,51.69976915662509,30.6543674421997,6569466350570363471,8300,7200,1.3998269082181924,51.71317061687665,30.6543674421997,51.69976915662509,0.0,0.0
421,0x3ea32425a70917ce122459bb31b9871a62df9e55,47.43164178426304,18.41160226905852,15739179815610867139,8300,7200,2.138231214515119,47.443936873243274,18.41160226905852,47.431641784263036,1.49803529675805e-16,0.0
422,0xe13a44e6afe7675e52df5de5d65441968a46ca5b,46.743539173390296,22.96916625577582,10686181949065195642,8300,7200,1.6890964644464634,46.75565589446021,22.96916625577582,46.743539173390296,0.0,0.0
433,0x1952413a496e73f2d54882ce7421ad82277ade7e,42.356554367015,29.859587644505478,637131499745324281,8300,7200,1.177375271995478,42.36753390694338,29.859587644505478,42.356554367015,0.0,0.0
446,0x7d18de3ce74066a60bff9a362205150bc8153696,39.87722741489395,20.209715435440515,8501888303283129675,8300,7200,1.6377320531846733,39.88756427107071,20.209715435440515,39.87722741489395,0.0,0.0
449,0x2bfe2911f1a31989a3d90a0ba64968988291e6c7,39.15706488407036,32.19095859155301,0,8300,7200,1.0096115578958427,39.16721506185978,30.94745372090268,39.15706488407035,1.8145965175473582e-16,0.03862901028913853
451,0x4c6cbb3e02b8e2f2cd75cc925b7a74a1622426c2,40.759183879260014,10.046299680123944,19300312712943264083,8300,7200,3.3674212094943634,40.76974935356589,10.046299680123944,40.759183879260014,0.0,0.0
452,0x2ffecf74d23a58cdac2c55d287a7e193fd222465,40.13004881077865,16.642322422243872,12251312721516761523,8300,7200,2.0013997847095792,40.14045120256501,16.642322422243872,40.13004881077866,1.7706002280496937e-16,0.0
455,0xc1ba7b2ca230a58eaed67f07b7475f577c28918e,38.394709794195144,18.163841745045993,9480349306774509715,8300,7200,1.754453136978775,38.404662356567684,18.163841745045993,38.39470979419514,1.8506266607269067e-16,0.0
459,0x9f1597681cc4c4dfd91ce5fe9033aa39e7d7ad3e,36.8133250975322,6.4283882179657175,20077205852257468720,8300,7200,4.753144768941937,36.80178012232022,6.4283882179657175,36.79224294663339,0.0005726771717294975,0.0
463,0x2b752c0a4679383b5d757d554618cc214b990c71,35.67038675429528,24.9894107720197,693267691072902395,8300,7200,1.1847586674278445,35.67963312575968,24.9894107720197,35.67038675429528,0.0,0.0
469,0x6e56d8e39e76e53de82a36fdfb644ec63a0bb79f,34.3350992578047,23.48636928493508,1234902180684303230,8300,7200,1.213390287712862,34.34399950001938,23.48636928493508,34.3350992578047,0.0,0.0
471,0xd90edffe45a23c3dd8b4b7b4088c9d7b5276db2e,34.184857754181614,21.734719953416114,2878377629594647968,8300,7200,1.3054427200710814,34.193719051241,21.734719953416114,34.18485775418162,2.0785306198127562e-16,0.0
481,0xb051eedd14cf9c7297a24b63c28b049fcce838e8,33.29614161814074,19.952751024869084,4020470940192246794,8300,7200,1.3850620151883613,33.30477254484902,19.952751024869084,33.29614161814074,0.0,0.0
495,0x00e433a912f2e2dc40348dfc6e06e0c57739b56d,29.10760519187567,19.4615975911695,1495878146980982803,8300,7200,1.2413838173397875,29.11515037864073,19.461597848228443,29.10760519187567,0.0,1.3208522158390331e-08
499,0x20ab4379e6942a24e1642133f7cb8c04780742ae,28.813215503873952,20.71224245042686,33272712362382655,8300,7200,1.1546296315067763,28.82068437982048,20.712242724004977,28.813215503873952,0.0,1.3208522315244713e-08
503,0x1f8018a124132a85a29b6b14666d408f00af2018,29.529003692101377,13.609236793720875,7651645864592115468,8300,7200,1.8009145873449943,29.53665811253117,13.609236973478781,29.529003692101377,0.0,1.3208522201684276e-08
506,0x0737827d07e70e8ea27113e8515836aa902619cf,27.95966155671389,17.041366062929818,3089590257904183212,8300,7200,1.3617757523884075,27.96690917694725,17.04136628802108,27.95966155671389,0.0,1.3208522258766475e-08
507,0xf61dc7a230cafcd870abc9e80dcbe6416381c69c,29.0651325056187,15.07466408772542,5852231316320043836,8300,7200,1.6003049778937755,29.07266668274047,15.074664286839456,29.0651325056187,0.0,1.3208522214694884e-08
509,0x24393a7e6b782762567d97e3800601eb7f8e80a5,28.246507897492165,17.05514740824657,3282338277947790091,8300,7200,1.3746349412132595,28.253829873180045,17.055147633519862,28.246507897492165,0.0,1.3208522210944469e-08
519,0xb694ad3346403f30aaf4d4c744e1a5a616fac955,27.528388004478984,14.299978225814703,5506696943407926022,8300,7195,1.5978039744473682,26.955597476385044,14.299978225814703,26.948611937424122,0.021061024966682756,0.0
539,0xf36dc19de4c124a491ca71c9abe68ba4100f649a,23.996377743449443,17.105539084887774,171852890395824857,8300,7200,1.164359300705062,24.002598013051347,17.105539084887774,23.996377743449443,0.0,0.0
553,0xf49fb9d167591213a6a60152ea57205703878996,21.701756735148155,15.028029269672283,597235579634390522,8300,7200,1.1985908309696665,21.70738219992333,15.028029269672283,21.701756735148155,0.0,0.0
557,0xd40cb324b57d66f618490c55f453c5ea8bd8f51f,26.315397894248708,10.351741874404375,8732184678504788232,8369,7252,2.127502478800355,21.74151212289579,10.351741874404375,21.7358778133563,0.17402435255950557,0.0
568,0x4befb90f80c2a7d004053324953ac7c510b5e6ec,21.058647599787314,10.577980733014597,4584245538832268142,8300,7200,1.6523642790604949,21.064106359726942,10.577980733014597,21.05864759978731,1.6870569023798005e-16,0.0
576,0xfe28d26228e267e8fb108b9742409323681c6278,20.12105890558809,13.791700532133977,695461879889446316,8300,7200,1.2109078828043596,20.12627462657759,13.791700532133977,20.121058905588086,1.7656693395066941e-16,0.0
585,0x9447fe870084c5a9c2d5faf22c692bd722e83660,19.658356628711456,7.168978661689149,6985038110983099618,8300,7200,2.275977760824586,19.663452409394203,7.168978661689149,19.658356628711456,0.0,0.0
588,0x1314dd7047dcf0ea5d4d1fd6a907e7492f1b307c,19.11817074567706,14.97435805572674,0,8300,7200,1.0596836044563143,19.123017507961816,14.97435805572674,19.11806178090107,5.699539848204379e-06,0.0
592,0x10a746c78715fb3b9edcf4ba6edf67703a56175a,17.93245278092597,12.062033512880182,849332489386516435,8300,7200,1.2339491340556354,17.937101177951277,12.062033512880182,17.93245278092597,0.0,0.0
593,0xc6b8cf49380edac9926ebacbcb1e56d7d7391589,18.13310458960803,12.290981606050485,764853698467298022,8300,7200,1.224513817673095,18.137804998997847,12.290981606050485,18.13310458960803,0.0,0.0
598,0x4cca34660bb1f113e89f525e10f6e8b24bdde826,17.507402119765068,13.284745983462821,0,8300,7200,1.0938217243667085,17.511940336423358,13.284745983462821,17.507402119765068,0.0,0.0
602,0x76cf02b2f89d310a3231d8915239fd868c10c48d,17.483046477694543,6.758017222683433,5829776241256637374,8300,7200,2.147216868252454,17.4875783809558,6.758017222683433,17.483046477694543,0.0,0.0
604,0xf1b5ca4134caf84640d0c0f9113b4b67c445e35e,17.170610761971282,3.3958276090351722,8965295078507953936,8299,7199,4.196293661505587,17.174412934616083,3.3958276090351722,17.16996218813232,3.777232201888477e-05,0.0
608,0xa7f5bbbf3be2172c9e2b6b18f48a39b3ef4d610f,16.866255350956866,13.264345995870858,0,8299,7200,1.0552578559181442,16.792329409960253,13.264345995870858,16.787977680363433,0.004641081791103813,0.0
615,0x6bf066e150e25be0f3964c4f28a30861f093e10c,16.571612021519506,10.902064035128943,1029496620365101734,8300,7200,1.2616361391330344,16.575907665454356,10.902064035128943,16.571612021519506,0.0,0.0
618,0xd546f70f07afa1c3070d2a63d2bd3f177972c063,15.58345600386012,10.20138357499586,1018704747783426094,8300,7200,1.2678935546455177,15.587495500933793,10.20138357499586,15.58345600386012,0.0,0.0
619,0x5e6aefe3c00c1f3cfe50e569470fb081c271c4c6,15.89021089138123,8.303250939183627,3137700902610859312,8300,7200,1.5883989459606949,15.894329904543643,8.303250939183627,15.890210891381228,1.117893809932842e-16,0.0
625,0xa0444f714a29c1602ab803d62f61a5782713fa31,15.032301608574521,9.731506911473314,1091750246700340186,8300,7200,1.2821046574407569,15.036198237046625,9.731506911473314,15.032301608574521,0.0,0.0
635,0x91d48c6b07b04273555d2ae1c07b1055d9fbbecd,13.372063182032608,7.196630790129247,2431254700934230586,8300,7200,1.5422234049174748,13.37552944844228,7.196630790129247,13.372063182032608,0.0,0.0
